Country,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Age,ConvertedCompYearly
Other,No bachelors,11,2,Front-end Developer,499.0,25.0,3444.0
Other,Bachelors,10,5,Front-end Developer,19.0,25.0,49296.0
United States of America,Bachelors,15,7,Full-stack Developer,499.0,25.0,125000.0
France,No bachelors,13,6,Other,9999.0,25.0,46482.0
India,Bachelors,16,10,Front-end Developer,4999.0,25.0,29320.0
Netherlands,No bachelors,19,14,Front-end Developer,499.0,35.0,297270.0
Russian Federation,Bachelors,4,2,Front-end Developer,19.0,18.0,7548.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,28,22,Front-end Developer,499.0,35.0,116333.0
France,No bachelors,10,3,Other,4999.0,35.0,54049.0
Germany,No bachelors,17,12,Front-end Developer,499.0,25.0,54049.0
Italy,No bachelors,12,6,Front-end Developer,99.0,25.0,32429.0
Italy,No bachelors,11,5,Engineering Manager,499.0,25.0,27240.0
United States of America,No bachelors,30,12,Front-end Developer,499.0,35.0,400000.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,4,1,Front-end Developer,4999.0,25.0,71093.0
Brazil,Bachelors,8,3,Full-stack Developer,499.0,18.0,5496.0
Other,Bachelors,4,2,Front-end Developer,19.0,18.0,14256.0
Italy,No bachelors,13,3,Data Scientist or ML Engr.,499.0,25.0,32429.0
United States of America,Bachelors,27,25,Front-end Developer,99.0,45.0,160000.0
Italy,No bachelors,8,6,Front-end Developer,99.0,25.0,27025.0
Canada,Bachelors,9,1,Full-stack Developer,99.0,18.0,49160.0
United States of America,Bachelors,8,3,Front-end Developer,499.0,25.0,64000.0
Other,No bachelors,16,9,Full-stack Developer,499.0,25.0,57156.0
Other,Bachelors,15,10,Other,99.0,25.0,39564.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,30,8,Front-end Developer,99.0,35.0,50411.0
Germany,No bachelors,9,4,Other,99.0,25.0,54049.0
United States of America,Post-grad,14,7,Data Scientist or ML Engr.,499.0,25.0,135000.0
Poland,Bachelors,21,14,Front-end Developer,4999.0,25.0,105300.0
Other,No bachelors,9,0,Full-stack Developer,499.0,18.0,13332.0
France,No bachelors,9,4,Other,4999.0,25.0,46482.0
France,No bachelors,5,1,Front-end Developer,499.0,18.0,518868.0
Brazil,Bachelors,6,4,Software QA,99.0,18.0,17868.0
Other,No bachelors,4,2,Front-end Developer,19.0,25.0,25944.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,3,2,Data Scientist or ML Engr.,499.0,25.0,74970.0
India,Bachelors,4,0,Full-stack Developer,499.0,18.0,385344.0
Canada,Bachelors,8,3,Software QA,19.0,25.0,52942.0
Other,No bachelors,10,2,Data Scientist or ML Engr.,4999.0,25.0,40212.0
United States of America,Bachelors,7,3,Front-end Developer,99.0,25.0,85000.0
Other,No bachelors,8,4,Front-end Developer,99.0,25.0,8652.0
Other,Bachelors,6,2,Front-end Developer,499.0,25.0,45401.0
United States of America,Bachelors,16,15,Front-end Developer,499.0,25.0,120000.0
Brazil,No bachelors,18,15,Full-stack Developer,499.0,35.0,41232.0
United States of America,No bachelors,13,11,Front-end Developer,499.0,25.0,155000.0
Sweden,No bachelors,15,6,Front-end Developer,99.0,25.0,53388.0
Germany,Bachelors,9,2,Data Scientist or ML Engr.,99.0,18.0,54049.0
Netherlands,Post-grad,25,24,Full-stack Developer,99.0,55.0,57720.0
Germany,No bachelors,15,7,Front-end Developer,4999.0,25.0,54480.0
France,No bachelors,15,6,Other,99.0,25.0,34584.0
Russian Federation,No bachelors,24,15,Front-end Developer,99.0,35.0,36804.0
Germany,Bachelors,12,11,Other,19.0,35.0,51887.0
Other,Bachelors,6,4,Other,99.0,18.0,32676.0
India,No bachelors,10,2,Full-stack Developer,19.0,25.0,10728.0
Other,Bachelors,3,0,Front-end Developer,19.0,18.0,34428.0
Italy,No bachelors,29,21,Front-end Developer,4999.0,35.0,81074.0
United States of America,Bachelors,15,5,Full-stack Developer,99.0,25.0,115000.0
Canada,Bachelors,17,5,Front-end Developer,99.0,25.0,55211.0
Other,No bachelors,12,3,Full-stack Developer,499.0,25.0,30216.0
Other,No bachelors,2,2,Full-stack Developer,499.0,35.0,19452.0
United States of America,Bachelors,14,10,Full-stack Developer,499.0,35.0,200000.0
United States of America,Bachelors,23,10,Front-end Developer,499.0,35.0,142000.0
United States of America,No bachelors,10,8,Front-end Developer,99.0,25.0,125000.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,3,Other,4999.0,25.0,84019.0
Other,Bachelors,30,15,Front-end Developer,499.0,35.0,60972.0
Germany,No bachelors,10,5,Full-stack Developer,499.0,25.0,31128.0
Germany,No bachelors,6,0,Other,499.0,18.0,51888.0
Other,Bachelors,7,3,Other,19.0,25.0,3504.0
Other,Bachelors,27,19,Full-stack Developer,499.0,35.0,51960.0
India,Bachelors,5,5,Front-end Developer,499.0,25.0,16475.0
Germany,Bachelors,6,2,Full-stack Developer,99.0,25.0,41040.0
United States of America,No bachelors,30,12,Front-end Developer,499.0,35.0,175000.0
Other,No bachelors,19,7,Academic Researcher,9999.0,25.0,49941.0
India,No bachelors,15,7,Full-stack Developer,99.0,25.0,18848.0
Germany,No bachelors,14,6,Front-end Developer,499.0,25.0,84312.0
Germany,No bachelors,12,7,Front-end Developer,499.0,25.0,81074.0
Germany,No bachelors,15,10,Other,99.0,35.0,68102.0
Other,Bachelors,9,5,Front-end Developer,499.0,25.0,17796.0
United States of America,Bachelors,22,12,Other,499.0,35.0,126000.0
Turkey,No bachelors,17,10,Front-end Developer,99.0,25.0,28320.0
India,Bachelors,10,1,Front-end Developer,499.0,18.0,5585.0
Germany,Bachelors,9,5,Front-end Developer,499.0,25.0,908028.0
Netherlands,Bachelors,6,2,Other,499.0,18.0,35676.0
Brazil,Bachelors,20,24,Front-end Developer,4999.0,25.0,6324.0
India,Bachelors,9,7,Full-stack Developer,499.0,25.0,21641.0
United States of America,No bachelors,31,18,Engineering Manager,499.0,35.0,175000.0
Netherlands,Bachelors,10,6,Front-end Developer,99.0,25.0,291865.0
India,Bachelors,5,1,Full-stack Developer,499.0,18.0,8042.0
Israel,No bachelors,10,10,Other,9999.0,45.0,175112.0
Other,No bachelors,19,15,Front-end Developer,99.0,25.0,41568.0
United States of America,Bachelors,20,9,Front-end Developer,19.0,25.0,190000.0
Other,Bachelors,13,6,Front-end Developer,499.0,25.0,33552.0
United States of America,Bachelors,10,3,Front-end Developer,99.0,18.0,550000.0
France,No bachelors,7,3,Front-end Developer,4999.0,25.0,81074.0
Netherlands,Bachelors,8,4,Front-end Developer,99.0,18.0,38916.0
United States of America,Bachelors,42,37,Full-stack Developer,499.0,55.0,220000.0
France,No bachelors,6,2,Other,499.0,25.0,45401.0
India,No bachelors,10,6,Front-end Developer,499.0,25.0,12564.0
Russian Federation,No bachelors,10,8,Front-end Developer,9999.0,25.0,45300.0
Other,Bachelors,5,4,Other,499.0,25.0,8472.0
United States of America,No bachelors,30,30,Front-end Developer,9999.0,45.0,153000.0
United States of America,No bachelors,10,4,Full-stack Developer,499.0,25.0,75000.0
India,Bachelors,6,2,Other,499.0,18.0,11169.0
Poland,No bachelors,7,1,Data Scientist or ML Engr.,99.0,18.0,9720.0
India,Bachelors,10,4,Front-end Developer,499.0,25.0,30716.0
Germany,Bachelors,35,25,Front-end Developer,9999.0,45.0,81074.0
Other,No bachelors,15,10,Front-end Developer,499.0,25.0,54000.0
Other,No bachelors,28,19,Front-end Developer,499.0,35.0,71340.0
United States of America,No bachelors,30,20,Front-end Developer,499.0,35.0,215000.0
India,No bachelors,20,10,Front-end Developer,99.0,25.0,13962.0
Other,No bachelors,40,35,Front-end Developer,499.0,55.0,97288.0
France,No bachelors,5,4,Full-stack Developer,499.0,25.0,48644.0
Netherlands,No bachelors,7,3,Full-stack Developer,499.0,25.0,51888.0
India,No bachelors,10,6,Front-end Developer,499.0,25.0,64224.0
Germany,Bachelors,21,12,Front-end Developer,99.0,25.0,56211.0
Canada,No bachelors,20,15,Front-end Developer,9999.0,35.0,75631.0
Other,No bachelors,10,5,Front-end Developer,99.0,35.0,36024.0
Italy,No bachelors,11,6,Full-stack Developer,99.0,25.0,55130.0
France,No bachelors,12,3,Other,99.0,18.0,37834.0
Canada,Bachelors,12,10,Front-end Developer,499.0,35.0,68068.0
United States of America,No bachelors,15,10,Full-stack Developer,499.0,35.0,200000.0
Netherlands,Bachelors,10,7,Full-stack Developer,19.0,18.0,36972.0
United States of America,Bachelors,23,15,Front-end Developer,4999.0,35.0,203000.0
Other,Bachelors,6,2,Front-end Developer,19.0,18.0,8508.0
Other,No bachelors,23,20,Front-end Developer,499.0,45.0,61608.0
Russian Federation,Bachelors,6,5,Other,9999.0,18.0,41000.0
Germany,No bachelors,38,20,Other,9999.0,45.0,79993.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,9,Other,99.0,25.0,698004.0
United States of America,Bachelors,23,5,Front-end Developer,4999.0,25.0,100000.0
United States of America,Bachelors,10,5,Full-stack Developer,19.0,25.0,80325.0
China,Bachelors,16,12,Full-stack Developer,499.0,25.0,71446.0
Spain,No bachelors,25,20,Other,99.0,45.0,58373.0
Other,Bachelors,13,8,Front-end Developer,4999.0,25.0,47184.0
Germany,Bachelors,15,13,Front-end Developer,99.0,25.0,18984.0
Germany,Bachelors,32,23,Front-end Developer,499.0,35.0,64859.0
Other,Bachelors,7,4,Front-end Developer,499.0,25.0,28536.0
United States of America,Bachelors,11,3,Other,99.0,25.0,82750.0
Netherlands,No bachelors,3,1,Front-end Developer,499.0,18.0,23352.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,5,Front-end Developer,499.0,35.0,71093.0
Germany,No bachelors,18,7,Full-stack Developer,499.0,25.0,88208.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,13,6,Other,99.0,25.0,46533.0
Netherlands,Bachelors,18,11,Front-end Developer,499.0,25.0,59544.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,3,Front-end Developer,99.0,18.0,33600.0
France,No bachelors,15,7,Other,99.0,25.0,39456.0
Other,No bachelors,20,10,Front-end Developer,99.0,25.0,16860.0
Israel,No bachelors,17,8,Other,499.0,25.0,175116.0
Poland,No bachelors,15,13,Front-end Developer,99.0,25.0,33408.0
United States of America,Bachelors,10,8,Front-end Developer,499.0,25.0,110000.0
United States of America,No bachelors,10,7,Other,499.0,25.0,300000.0
India,Bachelors,5,1,Front-end Developer,499.0,18.0,5585.0
Ukraine,No bachelors,2,2,Other,99.0,18.0,9792.0
United States of America,No bachelors,20,5,Front-end Developer,499.0,25.0,200000.0
United States of America,No bachelors,8,4,Front-end Developer,4999.0,25.0,144000.0
France,Post-grad,4,0,Front-end Developer,99.0,25.0,24000.0
Germany,No bachelors,25,7,Full-stack Developer,499.0,35.0,91883.0
India,Bachelors,10,5,Full-stack Developer,499.0,25.0,7679.0
United States of America,No bachelors,43,43,Front-end Developer,499.0,55.0,83000.0
United States of America,Bachelors,13,3,Front-end Developer,99.0,25.0,75636.0
Russian Federation,Bachelors,8,5,Full-stack Developer,99.0,25.0,16980.0
United States of America,Bachelors,1,1,Front-end Developer,499.0,35.0,100000.0
Russian Federation,No bachelors,38,30,Front-end Developer,499.0,45.0,37752.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,15,Front-end Developer,9999.0,35.0,103408.0
Other,No bachelors,14,8,Front-end Developer,4999.0,25.0,82848.0
India,Bachelors,6,5,Front-end Developer,499.0,25.0,13962.0
Other,Bachelors,4,3,Data Scientist or ML Engr.,499.0,25.0,29088.0
Poland,Bachelors,7,4,Front-end Developer,499.0,18.0,55200.0
Other,No bachelors,15,12,Front-end Developer,499.0,25.0,21204.0
United States of America,Bachelors,47,40,Other,499.0,55.0,200000.0
Other,Bachelors,9,6,Front-end Developer,9999.0,25.0,22308.0
France,Post-grad,31,29,Other,499.0,45.0,83236.0
Other,Bachelors,11,10,Front-end Developer,99.0,25.0,55944.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,9,Front-end Developer,4999.0,25.0,87896.0
United States of America,Bachelors,10,6,Software QA,499.0,25.0,80000.0
Italy,Bachelors,25,15,Front-end Developer,499.0,35.0,38916.0
Germany,No bachelors,22,15,Front-end Developer,499.0,35.0,175119.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,35,30,Data Scientist or ML Engr.,499.0,55.0,193889.0
Other,No bachelors,7,4,Front-end Developer,499.0,18.0,27240.0
Other,No bachelors,17,13,Front-end Developer,19.0,25.0,33852.0
Ukraine,No bachelors,7,5,Engineering Manager,99.0,18.0,36000.0
United States of America,No bachelors,5,4,Front-end Developer,9999.0,25.0,166000.0
France,No bachelors,18,13,Front-end Developer,19.0,35.0,64859.0
United States of America,Bachelors,17,13,Front-end Developer,499.0,25.0,220000.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,25,20,Front-end Developer,99.0,35.0,89189.0
Germany,Bachelors,12,5,Front-end Developer,499.0,25.0,51887.0
Ukraine,No bachelors,14,11,Other,99.0,35.0,39144.0
Canada,Bachelors,20,16,Front-end Developer,99.0,35.0,52942.0
United States of America,Bachelors,32,21,Front-end Developer,99.0,35.0,90000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,12,Front-end Developer,9999.0,35.0,82726.0
Switzerland,No bachelors,10,6,Front-end Developer,499.0,25.0,80008.0
United States of America,Bachelors,3,1,Full-stack Developer,99.0,25.0,65000.0
Other,Bachelors,12,4,Front-end Developer,99.0,25.0,22584.0
Other,Bachelors,2,0,Front-end Developer,99.0,25.0,8436.0
United States of America,No bachelors,11,8,Data Scientist or ML Engr.,499.0,25.0,1068000.0
Italy,Post-grad,40,38,Academic Researcher,9999.0,55.0,51888.0
United States of America,No bachelors,10,7,Data Scientist or ML Engr.,499.0,25.0,160000.0
France,No bachelors,13,3,Data Scientist or ML Engr.,4999.0,25.0,48644.0
Germany,Bachelors,16,11,Front-end Developer,99.0,25.0,81074.0
Other,No bachelors,19,16,Other,499.0,35.0,56211.0
Other,Bachelors,7,3,Academic Researcher,499.0,25.0,9960.0
United States of America,No bachelors,20,8,Engineering Manager,499.0,35.0,200000.0
Other,No bachelors,5,0,Front-end Developer,99.0,18.0,12972.0
Other,Bachelors,7,3,Front-end Developer,19.0,25.0,1944.0
Canada,Bachelors,6,2,Full-stack Developer,4999.0,18.0,66556.0
Other,Post-grad,25,10,Front-end Developer,99.0,25.0,41796.0
United States of America,Bachelors,28,25,Front-end Developer,99.0,45.0,120000.0
Other,No bachelors,5,3,Front-end Developer,499.0,25.0,33732.0
Brazil,No bachelors,7,6,Front-end Developer,19.0,18.0,9072.0
Other,No bachelors,7,1,Front-end Developer,499.0,18.0,6732.0
Other,Bachelors,42,38,Front-end Developer,1.0,55.0,36000.0
India,Bachelors,25,6,Other,19.0,25.0,20940.0
Germany,Bachelors,19,6,Front-end Developer,499.0,25.0,86478.0
United States of America,Post-grad,42,25,Academic Researcher,499.0,45.0,160000.0
Israel,No bachelors,5,3,Front-end Developer,499.0,18.0,45528.0
Turkey,No bachelors,31,26,Front-end Developer,499.0,45.0,63120.0
Germany,No bachelors,35,23,Front-end Developer,4999.0,35.0,58373.0
Other,Bachelors,10,0,Front-end Developer,99.0,25.0,12324.0
United States of America,Bachelors,25,16,Full-stack Developer,499.0,45.0,105000.0
United States of America,Bachelors,12,7,Front-end Developer,99.0,25.0,83200.0
United States of America,Bachelors,10,4,Front-end Developer,499.0,25.0,81000.0
Other,No bachelors,26,19,Software QA,499.0,35.0,64860.0
United States of America,No bachelors,10,8,Full-stack Developer,19.0,25.0,106000.0
United States of America,Bachelors,9,7,Full-stack Developer,99.0,35.0,125000.0
Other,No bachelors,16,7,Front-end Developer,19.0,25.0,70000.0
Other,Bachelors,13,8,Full-stack Developer,499.0,25.0,32028.0
Italy,No bachelors,37,19,Other,499.0,45.0,19458.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,35,15,Academic Researcher,4999.0,35.0,51704.0
Germany,Bachelors,12,7,Front-end Developer,499.0,25.0,60427.0
United States of America,Bachelors,50,31,Other,499.0,45.0,250000.0
United States of America,No bachelors,20,15,Other,4999.0,35.0,200000.0
Canada,No bachelors,6,3,Front-end Developer,499.0,25.0,60505.0
Brazil,Bachelors,5,3,Data Scientist or ML Engr.,499.0,25.0,18326.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,60,45,Full-stack Developer,499.0,65.0,651468.0
Germany,No bachelors,20,12,Front-end Developer,99.0,35.0,108098.0
Brazil,No bachelors,15,13,Front-end Developer,499.0,25.0,21996.0
Other,No bachelors,8,8,Front-end Developer,19.0,25.0,142501.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,6,Data Scientist or ML Engr.,9999.0,25.0,129259.0
Other,No bachelors,12,9,Front-end Developer,499.0,18.0,14400.0
United States of America,Post-grad,12,3,Academic Researcher,499.0,25.0,93000.0
United States of America,Bachelors,20,5,Full-stack Developer,499.0,25.0,77250.0
Other,No bachelors,4,0,Front-end Developer,499.0,18.0,9540.0
Italy,No bachelors,23,8,Front-end Developer,4999.0,35.0,64859.0
United States of America,No bachelors,6,4,Front-end Developer,99.0,25.0,840000.0
France,No bachelors,8,5,Front-end Developer,4999.0,18.0,30916.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,12,Front-end Developer,99.0,35.0,87638.0
India,Bachelors,3,3,Other,499.0,25.0,26527.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,7,4,Front-end Developer,4999.0,18.0,20682.0
United States of America,No bachelors,14,10,SRE or Devops,499.0,25.0,129600.0
Germany,No bachelors,38,20,Front-end Developer,99.0,45.0,75669.0
United States of America,Bachelors,40,25,Other,9999.0,45.0,116000.0
United States of America,Bachelors,6,6,Full-stack Developer,499.0,25.0,104000.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,7,2,Front-end Developer,99.0,18.0,36193.0
Other,No bachelors,15,0,Front-end Developer,99.0,25.0,7000.0
Other,No bachelors,4,1,Front-end Developer,499.0,18.0,11400.0
Italy,No bachelors,5,3,Front-end Developer,499.0,18.0,16860.0
India,Bachelors,7,2,Front-end Developer,499.0,18.0,5864.0
Spain,No bachelors,5,0,Front-end Developer,99.0,25.0,18160.0
France,No bachelors,37,21,Other,4999.0,45.0,68102.0
Germany,No bachelors,13,5,Front-end Developer,4999.0,18.0,47563.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,10,Front-end Developer,4999.0,25.0,64630.0
Switzerland,No bachelors,7,2,Front-end Developer,19.0,25.0,69121.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,4,Front-end Developer,19.0,25.0,118919.0
India,Bachelors,13,8,Front-end Developer,9999.0,25.0,57240.0
Other,Bachelors,20,15,Front-end Developer,99.0,35.0,216.0
Turkey,Bachelors,19,14,Front-end Developer,19.0,35.0,24972.0
India,Bachelors,14,10,Front-end Developer,9999.0,25.0,30018.0
Other,No bachelors,11,3,Other,4999.0,25.0,475.0
France,No bachelors,6,1,Full-stack Developer,99.0,18.0,583728.0
France,No bachelors,11,6,Front-end Developer,99.0,25.0,44320.0
United States of America,Bachelors,10,5,Front-end Developer,499.0,25.0,65000.0
Canada,No bachelors,23,20,Front-end Developer,499.0,35.0,60505.0
Netherlands,No bachelors,6,2,Other,499.0,25.0,88640.0
India,Bachelors,8,3,Front-end Developer,499.0,18.0,7200.0
India,Bachelors,5,2,Other,499.0,18.0,3770.0
United States of America,No bachelors,41,35,Front-end Developer,19.0,55.0,160000.0
Other,No bachelors,8,2,Front-end Developer,4999.0,25.0,57312.0
United States of America,Bachelors,4,2,Front-end Developer,499.0,25.0,68000.0
United States of America,Bachelors,35,20,Full-stack Developer,4999.0,45.0,144000.0
United States of America,Bachelors,6,2,Other,499.0,25.0,60000.0
India,Bachelors,5,2,Other,499.0,18.0,15682.0
Germany,No bachelors,3,3,Other,4999.0,35.0,81074.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,38,16,Full-stack Developer,4999.0,45.0,49119.0
France,Bachelors,17,10,Other,499.0,25.0,33732.0
United States of America,Bachelors,11,7,Other,499.0,18.0,66000.0
